16,969041915361
32,483922007883
64,241278491498
128,108817216840
256,52524253579
512,26364037752
1024,14193837696
2048,7562686989
4096,4046392342
8192,2485275375
16384,1845582821
32768,1458297422
65536,1274398386
131072,1232867829
262144,1279740481
524288,1238041538
1048576,1213781264
