16,359745255170
32,182923654890
64,91818532060
128,46971524409
256,23880152000
512,12453066212
1024,6579327858
2048,4067895308
4096,2744092771
8192,2138623613
16384,1872497372
32768,1719773096
65536,1641786209
131072,1634824950
262144,1682884975
524288,1657912345
1048576,1627765739
