16,416399060
32,364811532
64,361027429
128,361139415
256,362541087
512,369212340
1024,369408925
2048,369101648
4096,379387908
8192,389312823
16384,386157892
32768,482961370
65536,667734070
131072,873413598
262144,1220235612
524288,1890775195
1048576,7903615003
