16,1847844463
32,1850998566
64,1898051063
128,1821380975
256,1734882683
512,1724344253
1024,1772666497
2048,1752284212
4096,1731046580
8192,1758897055
16384,1756715310
32768,1810576339
65536,1851473629
131072,2160745080
262144,2555725007
524288,5173363501
1048576,5083390649
