16,2477375534
32,2640569772
64,2601578302
128,2486863638
256,2428993497
512,2455948118
1024,2497198701
2048,2427330871
4096,2601001035
8192,2521817001
16384,2459587567
32768,2891504321
65536,2985863290
131072,3136037790
262144,3371531055
524288,6724902566
1048576,13402187822
