16,308241001
32,296392782
64,311713010
128,293598600
256,293295577
512,296326724
1024,299642198
2048,309066263
4096,302278223
8192,310202762
16384,322302720
32768,350035000
65536,448182436
131072,559742560
262144,782766105
524288,1086043065
1048576,1089936704
